Timestamp,PacketId,MissionTime,ErrorCode,Altitude,Pressure,Temperature,Voltage,GpsLatitude,GpsLongitude,GpsAltitude,DescentRate,PayloadAltitude,PayloadTemperature,PayloadVoltage,PayloadGpsLatitude,PayloadGpsLongitude,PayloadGpsAltitude,PayloadSeparationSuccess,PayloadStatus,Roll,Pitch,Yaw,EmergencyParachuteActive
2026-06-07T12:52:24.004Z,21,00:00:10,0000,189.72,99067.74,27.18,11.98,28.535052,77.391236,189.72,46.30,192.49,25.23,11.81,28.535640,77.390473,194.77,0,Attached,5.16,-3.30,17.73,0
2026-06-07T12:52:24.504Z,22,00:00:10.5,0000,204.12,98898.41,27.22,11.98,28.534999,77.391528,204.12,51.08,213.03,27.47,11.75,28.535394,77.391293,212.46,0,Attached,-5.27,2.96,9.19,0
2026-06-07T12:52:25.005Z,23,00:00:11,0000,218.88,98725.30,25.97,12.02,28.535943,77.390516,218.88,48.07,208.23,24.06,11.73,28.535710,77.391267,210.19,0,Attached,9.33,1.02,27.10,0
2026-06-07T12:52:25.505Z,24,00:00:11.5,0000,233.97,98548.53,25.51,12.01,28.535190,77.390572,233.97,44.89,222.29,26.84,11.81,28.535626,77.391198,224.26,0,Attached,2.57,-3.42,24.66,0
2026-06-07T12:52:26.012Z,25,00:00:12,0000,249.39,98368.20,25.71,12.02,28.535607,77.391520,249.39,51.56,247.09,23.77,11.90,28.536018,77.390843,246.61,0,Attached,4.58,-0.70,17.29,0
2026-06-07T12:52:26.506Z,26,00:00:12.5,0000,265.14,98184.41,25.45,12.02,28.535469,77.390849,265.14,50.76,264.18,27.17,11.83,28.535549,77.391522,262.43,0,Attached,9.45,-1.25,17.31,0
2026-06-07T12:52:27.007Z,27,00:00:13,0000,281.21,97997.26,25.82,11.99,28.535934,77.390686,281.21,43.91,286.92,26.46,11.89,28.536034,77.390871,286.11,0,Attached,5.41,3.02,37.25,0
2026-06-07T12:52:27.507Z,28,00:00:13.5,0000,297.59,97806.84,27.02,12.05,28.536004,77.390757,297.59,45.38,291.92,26.41,11.77,28.535512,77.391197,294.06,0,Attached,2.28,3.25,25.41,0
2026-06-07T12:52:28.007Z,29,00:00:14,0000,314.27,97613.25,26.90,11.97,28.535932,77.390908,314.27,47.38,311.00,25.75,11.73,28.535228,77.390488,310.63,0,Attached,-1.98,-0.63,15.99,0
2026-06-07T12:52:28.508Z,30,00:00:14.5,0000,331.25,97416.56,26.71,12.05,28.535982,77.391203,331.25,49.83,325.31,28.57,11.76,28.535768,77.391226,324.85,0,Attached,6.28,4.88,36.12,0
2026-06-07T12:52:29.007Z,31,00:00:15,0000,348.54,97216.85,26.21,12.00,28.535046,77.391568,348.54,46.31,336.49,24.94,11.86,28.535719,77.391056,338.96,0,Attached,-9.87,1.74,41.61,0
2026-06-07T12:52:29.504Z,32,00:00:15.5,0000,366.11,97014.21,24.97,12.00,28.535840,77.391154,366.11,44.19,367.12,26.62,11.86,28.535392,77.391447,365.03,0,Attached,9.48,-1.03,22.27,0
2026-06-07T12:52:30.009Z,33,00:00:16,0000,383.96,96808.71,25.74,12.00,28.535715,77.390931,383.96,50.39,393.68,26.31,11.82,28.535211,77.390895,391.67,0,Attached,-9.92,-3.19,28.50,0
2026-06-07T12:52:30.509Z,34,00:00:16.5,0000,402.10,96600.41,24.78,11.96,28.535326,77.390511,402.10,45.32,406.74,26.50,11.81,28.535600,77.391305,406.02,0,Attached,-9.57,-3.87,31.05,0
2026-06-07T12:52:31.010Z,35,00:00:17,0000,420.52,96389.40,25.19,11.96,28.535215,77.390714,420.52,51.43,419.16,26.75,11.81,28.535128,77.390544,417.47,0,Attached,1.39,-3.04,35.02,0
2026-06-07T12:52:31.510Z,36,00:00:17.5,0000,439.21,96175.72,24.79,12.02,28.536078,77.390480,439.21,49.07,445.96,23.69,11.79,28.536005,77.391471,445.90,0,Attached,6.63,-1.45,29.78,0
2026-06-07T12:52:32.011Z,37,00:00:18,0000,458.16,95959.46,24.53,11.96,28.536061,77.391307,458.16,47.66,469.96,24.99,11.86,28.535937,77.390991,471.87,0,Attached,-0.27,-4.19,45.92,0
2026-06-07T12:52:32.509Z,38,00:00:18.5,0000,477.38,95740.67,25.71,12.01,28.535901,77.390864,477.38,49.46,474.18,25.03,11.88,28.535678,77.390770,473.82,0,Attached,-1.95,-2.64,37.51,0
2026-06-07T12:52:33.008Z,39,00:00:19,0000,496.87,95519.41,23.91,11.96,28.536029,77.391591,496.87,52.02,484.56,23.54,11.85,28.536047,77.390581,485.58,0,Attached,-3.94,2.93,26.80,0
2026-06-07T12:52:33.506Z,40,00:00:19.5,0000,516.61,95295.74,25.15,12.01,28.534947,77.390739,516.61,44.43,507.83,23.39,11.88,28.534951,77.390638,508.76,0,Attached,7.20,3.62,46.49,0
2026-06-07T12:52:34.007Z,41,00:00:20,0000,536.61,95069.72,24.04,12.04,28.535534,77.391200,536.61,46.50,535.63,22.60,11.87,28.535613,77.390589,537.04,0,Attached,1.02,5.03,51.61,0
2026-06-07T12:52:34.505Z,42,00:00:20.5,0000,556.85,94841.40,24.26,11.95,28.535801,77.390647,556.85,47.09,560.20,25.98,11.72,28.534949,77.391096,562.59,0,Attached,-2.80,2.44,44.24,0
2026-06-07T12:52:35.019Z,43,00:00:21,0000,577.35,94610.84,24.12,12.02,28.535849,77.391414,577.35,43.38,580.30,25.60,11.77,28.534942,77.391473,581.12,0,Attached,-2.74,0.07,33.43,0
2026-06-07T12:52:35.515Z,44,00:00:21.5,0000,598.09,94378.09,23.28,12.04,28.535711,77.391227,598.09,46.55,601.39,24.27,11.75,28.535273,77.391184,601.16,0,Attached,-3.73,-0.02,39.36,0
2026-06-07T12:52:36.004Z,45,00:00:22,0000,619.08,94143.20,24.14,12.02,28.535554,77.390676,619.08,51.96,609.89,26.09,11.73,28.535041,77.390477,610.27,0,Attached,3.28,-5.24,37.41,0
2026-06-07T12:52:36.504Z,46,00:00:22.5,0000,640.30,93906.22,23.77,11.95,28.535913,77.390895,640.30,50.42,644.41,25.10,11.69,28.535951,77.391027,642.57,0,Attached,-8.34,0.97,35.07,0
2026-06-07T12:52:37.008Z,47,00:00:23,0000,661.76,93667.19,24.39,12.05,28.536006,77.391014,661.76,46.60,656.48,23.99,11.79,28.535109,77.390918,654.57,0,Attached,2.46,3.78,44.75,0
2026-06-07T12:52:37.506Z,48,00:00:23.5,0000,683.46,93426.18,24.32,11.98,28.535500,77.390855,683.46,46.21,682.10,24.29,11.81,28.535597,77.391043,683.13,0,Attached,-7.55,-1.55,36.40,0
2026-06-07T12:52:38.008Z,49,00:00:24,0000,705.39,93183.21,22.84,11.98,28.536101,77.390970,705.39,48.49,706.33,21.62,11.69,28.535209,77.391411,705.57,0,Attached,2.13,-0.53,60.40,0
2026-06-07T12:52:38.505Z,50,00:00:24.5,0000,727.54,92938.35,24.11,12.01,28.535312,77.391588,727.54,45.45,722.72,24.76,11.87,28.535585,77.391071,720.56,0,Attached,-0.64,-1.34,43.56,0
2026-06-07T12:52:39.007Z,51,00:00:25,0000,749.93,92691.62,24.00,11.98,28.535061,77.390400,749.93,49.90,760.11,25.97,11.73,28.535574,77.391381,758.98,0,Attached,9.57,0.99,54.02,0
2026-06-07T12:52:39.506Z,52,00:00:25.5,0000,772.54,92443.08,22.59,12.00,28.535595,77.391382,772.54,50.56,760.93,22.91,11.76,28.535515,77.391506,762.84,0,Attached,-5.61,2.58,49.88,0
2026-06-07T12:52:40.008Z,53,00:00:26,0000,795.37,92192.77,23.81,11.97,28.535679,77.391586,795.37,51.84,783.91,25.31,11.67,28.535837,77.391071,783.85,0,Attached,-8.47,-4.19,43.61,0
2026-06-07T12:52:40.505Z,54,00:00:26.5,0000,818.43,91940.72,22.36,11.96,28.535856,77.391201,818.43,43.85,819.63,21.88,11.69,28.535609,77.391518,821.92,0,Attached,-2.51,0.72,52.30,0
2026-06-07T12:52:41.008Z,55,00:00:27,0000,841.70,91686.99,22.43,12.05,28.535121,77.390596,841.70,51.99,853.22,24.12,11.81,28.535076,77.390860,854.70,0,Attached,2.35,3.35,55.91,0
2026-06-07T12:52:41.516Z,56,00:00:27.5,0000,865.19,91431.61,22.70,12.02,28.535333,77.390548,865.19,52.09,862.70,23.03,11.91,28.535236,77.390421,863.43,0,Attached,9.72,-4.05,60.11,0
2026-06-07T12:52:42.015Z,57,00:00:28,0000,888.89,91174.61,22.65,11.96,28.536028,77.390982,888.89,43.01,881.05,22.75,11.74,28.535004,77.391126,882.00,0,Attached,4.50,1.77,66.04,0
2026-06-07T12:52:42.508Z,58,00:00:28.5,0000,912.80,90916.04,21.60,12.01,28.535390,77.391309,912.80,46.24,924.18,22.87,11.90,28.535724,77.390901,925.51,0,Attached,-7.43,-1.53,64.70,0
2026-06-07T12:52:43.011Z,59,00:00:29,0000,936.93,90655.94,22.08,12.02,28.535628,77.390943,936.93,51.15,929.89,20.67,11.90,28.535777,77.390914,927.99,0,Attached,8.53,-0.38,55.26,0
2026-06-07T12:52:43.510Z,60,00:00:29.5,0000,961.27,90394.34,21.08,12.02,28.535883,77.390490,961.27,47.76,972.24,22.13,11.78,28.535981,77.390839,970.51,0,Attached,7.40,1.01,53.68,0
2026-06-07T12:52:44.004Z,61,00:00:30,0000,985.81,90131.27,21.75,12.00,28.534856,77.391329,985.81,49.53,974.78,22.05,11.73,28.535368,77.390434,972.84,0,Attached,-4.99,4.51,50.27,0
2026-06-07T12:52:44.504Z,62,00:00:30.5,0000,1010.56,89866.78,21.13,12.04,28.536016,77.391095,1010.56,46.25,1011.74,21.30,11.83,28.536059,77.391271,1010.10,0,Attached,0.24,2.49,65.41,0
2026-06-07T12:52:45.010Z,63,00:00:31,0000,1035.51,89600.90,20.31,12.04,28.536109,77.391088,1035.51,48.46,1026.79,22.02,11.94,28.535015,77.391517,1024.44,0,Attached,-3.74,2.23,62.11,0
2026-06-07T12:52:45.509Z,64,00:00:31.5,0000,1060.66,89333.66,21.56,11.95,28.535381,77.390687,1060.66,46.68,1067.35,20.76,11.76,28.535103,77.390776,1065.90,0,Attached,4.81,-4.50,60.65,0
2026-06-07T12:52:46.006Z,65,00:00:32,0000,1086.01,89065.10,21.37,11.98,28.535988,77.390979,1086.01,44.24,1096.10,21.56,11.79,28.535568,77.390436,1095.02,0,Attached,-8.24,-3.11,52.75,0
2026-06-07T12:52:46.506Z,66,00:00:32.5,0000,1111.57,88795.25,20.20,11.97,28.536059,77.390347,1111.57,51.73,1099.86,19.71,11.69,28.535810,77.391048,1100.88,0,Attached,-2.26,4.09,75.73,0
2026-06-07T12:52:47.006Z,67,00:00:33,0000,1137.32,88524.15,20.25,12.04,28.535794,77.391175,1137.32,47.74,1125.81,20.56,11.93,28.535745,77.390465,1127.33,0,Attached,8.92,2.81,76.14,0
2026-06-07T12:52:47.504Z,68,00:00:33.5,0000,1163.26,88251.82,20.40,11.95,28.535968,77.390552,1163.26,50.80,1173.93,21.19,11.75,28.535503,77.391435,1173.27,0,Attached,-4.37,4.02,61.19,0
2026-06-07T12:52:48.007Z,69,00:00:34,0000,1189.40,87978.29,19.68,11.98,28.534960,77.391423,1189.40,45.04,1195.81,20.03,11.77,28.535096,77.390658,1196.79,0,Attached,-1.01,0.42,71.76,0
2026-06-07T12:52:48.508Z,70,00:00:34.5,0000,1215.74,87703.61,19.34,12.04,28.536059,77.390600,1215.74,45.13,1218.49,17.87,11.85,28.535936,77.391050,1217.82,0,Attached,-4.01,4.57,77.27,0
2026-06-07T12:52:49.008Z,71,00:00:35,0000,1242.26,87427.79,20.44,12.02,28.535089,77.391069,1242.26,44.52,1254.43,20.08,11.80,28.534885,77.391345,1254.44,0,Attached,0.03,1.80,66.87,0
2026-06-07T12:52:49.508Z,72,00:00:35.5,0000,1268.97,87150.87,19.46,11.97,28.535036,77.391357,1268.97,49.63,1258.64,20.09,11.82,28.534956,77.390666,1260.33,0,Attached,-3.29,4.36,81.68,0
2026-06-07T12:52:50.009Z,73,00:00:36,0000,1295.88,86872.88,19.27,11.96,28.535775,77.391164,1295.88,46.69,1308.19,17.28,11.73,28.535867,77.390985,1307.17,0,Attached,-6.04,-2.04,60.72,0
2026-06-07T12:52:50.509Z,74,00:00:36.5,0000,1322.97,86593.86,18.50,12.05,28.534928,77.390695,1322.97,48.86,1325.69,17.47,11.76,28.535426,77.390913,1324.54,0,Attached,2.52,-3.60,75.40,0
2026-06-07T12:52:51.010Z,75,00:00:37,0000,1350.25,86313.81,18.94,12.01,28.535494,77.391576,1350.25,49.09,1343.28,19.00,11.91,28.535621,77.391509,1343.50,0,Attached,9.46,-0.47,72.69,0
2026-06-07T12:52:51.510Z,76,00:00:37.5,0000,1377.71,86032.79,19.74,12.02,28.535434,77.390637,1377.71,48.41,1377.76,18.87,11.88,28.535034,77.391043,1379.10,0,Attached,8.78,4.28,81.75,0
2026-06-07T12:52:52.011Z,77,00:00:38,0000,1405.35,85750.81,17.93,11.95,28.535252,77.390378,1405.35,43.07,1417.32,18.11,11.67,28.535908,77.390785,1418.70,0,Attached,9.68,-0.40,87.17,0
2026-06-07T12:52:52.511Z,78,00:00:38.5,0000,1433.18,85467.90,19.50,11.96,28.535025,77.390741,1433.18,48.54,1442.96,18.01,11.74,28.535044,77.391023,1443.32,0,Attached,-2.34,-5.21,76.50,0
2026-06-07T12:52:53.010Z,79,00:00:39,0000,1461.19,85184.09,19.29,12.04,28.536046,77.391436,1461.19,48.38,1471.26,19.99,11.76,28.536125,77.391412,1472.10,0,Attached,-2.13,-0.97,73.66,0
2026-06-07T12:52:53.509Z,80,00:00:39.5,0000,1489.38,84899.41,18.60,11.97,28.535648,77.391348,1489.38,44.13,1489.68,17.02,11.71,28.534899,77.390422,1488.37,0,Attached,-9.69,-1.38,79.69,0
2026-06-07T12:52:54.009Z,81,00:00:40,0000,1517.75,84613.88,18.45,11.96,28.535285,77.390878,1517.75,47.25,1508.92,19.06,11.77,28.535822,77.391192,1509.12,0,Attached,-4.75,4.67,75.99,0
2026-06-07T12:52:54.508Z,82,00:00:40.5,0000,1546.30,84327.53,17.87,12.03,28.535635,77.391303,1546.30,50.64,1547.53,17.25,11.92,28.534932,77.390369,1545.50,0,Attached,-0.29,0.53,73.62,0
2026-06-07T12:52:55.008Z,83,00:00:41,0000,1575.02,84040.38,17.13,12.04,28.534797,77.391208,1575.02,45.74,1568.29,15.70,11.90,28.534884,77.390850,1567.27,0,Attached,5.87,-2.36,79.30,0
2026-06-07T12:52:55.507Z,84,00:00:41.5,0000,1603.92,83752.47,17.66,11.99,28.535097,77.390962,1603.92,42.94,1614.36,17.24,11.70,28.536110,77.390665,1616.10,0,Attached,6.42,2.31,80.03,0
2026-06-07T12:52:56.007Z,85,00:00:42,0000,1632.99,83463.81,16.83,12.02,28.535545,77.391060,1632.99,47.30,1641.40,17.57,11.73,28.535622,77.390482,1641.21,0,Attached,-2.32,2.37,89.82,0
2026-06-07T12:52:56.510Z,86,00:00:42.5,0000,1662.24,83174.43,16.36,11.98,28.535145,77.391597,1662.24,48.52,1650.80,17.93,11.85,28.535478,77.390628,1650.82,0,Attached,-2.70,-4.68,82.12,0
2026-06-07T12:52:57.011Z,87,00:00:43,0000,1691.66,82884.36,16.96,12.04,28.535557,77.390929,1691.66,47.85,1687.21,18.75,11.82,28.534860,77.390638,1685.75,0,Attached,-1.21,0.77,89.85,0
2026-06-07T12:52:57.510Z,88,00:00:43.5,0000,1721.25,82593.61,16.97,12.01,28.534808,77.390665,1721.25,49.17,1722.36,17.50,11.82,28.535684,77.390669,1723.11,0,Attached,-9.84,-3.28,90.65,0
2026-06-07T12:52:58.005Z,89,00:00:44,0000,1751.01,82302.22,17.19,11.99,28.535766,77.391623,1751.01,48.20,1759.63,18.55,11.84,28.535042,77.390546,1760.85,0,Attached,-8.16,-1.58,92.93,0
2026-06-07T12:52:58.505Z,90,00:00:44.5,0000,1780.94,82010.20,16.68,12.04,28.535833,77.391514,1780.94,49.84,1778.34,16.06,11.88,28.535900,77.391468,1776.74,0,Attached,-9.17,-5.19,96.11,0
2026-06-07T12:52:59.004Z,91,00:00:45,0000,1811.04,81717.59,16.31,12.03,28.535332,77.390783,1811.04,45.39,1813.58,15.47,11.74,28.535416,77.391470,1811.12,0,Attached,-5.96,-3.09,86.61,0
2026-06-07T12:52:59.505Z,92,00:00:45.5,0000,1841.31,81424.39,15.76,11.97,28.535000,77.390894,1841.31,45.28,1843.02,14.97,11.70,28.535301,77.391399,1842.85,0,Attached,3.95,3.80,91.43,0
2026-06-07T12:53:00.018Z,93,00:00:46,0000,1871.75,81130.65,16.77,11.96,28.535549,77.390347,1871.75,49.95,1880.74,18.19,11.67,28.534983,77.390440,1882.23,0,Attached,-7.98,1.35,81.68,0
2026-06-07T12:53:00.504Z,94,00:00:46.5,0000,1902.35,80836.37,14.99,12.04,28.536045,77.390739,1902.35,42.88,1895.79,16.03,11.85,28.535684,77.391423,1896.15,0,Attached,9.75,3.02,85.44,0
2026-06-07T12:53:01.005Z,95,00:00:47,0000,1933.11,80541.57,16.10,12.00,28.535765,77.390805,1933.11,51.74,1943.55,14.98,11.84,28.535269,77.391528,1941.19,0,Attached,1.03,-0.48,97.62,0
2026-06-07T12:53:01.504Z,96,00:00:47.5,0000,1964.04,80246.30,15.98,11.95,28.536211,77.390317,1964.04,43.38,1960.28,17.36,11.69,28.535948,77.390563,1958.25,0,Attached,8.98,-3.81,93.25,0
2026-06-07T12:53:02.018Z,97,00:00:48,0000,1995.13,79950.55,15.99,12.03,28.535419,77.390939,1995.13,45.09,2006.46,16.49,11.76,28.535140,77.390943,2005.04,0,Attached,8.08,-5.04,85.04,0
2026-06-07T12:53:02.508Z,98,00:00:48.5,0000,2026.39,79654.36,15.18,12.04,28.536011,77.390498,2026.39,44.40,2029.05,13.78,11.83,28.535556,77.391229,2028.32,0,Attached,8.53,-2.88,100.45,0
2026-06-07T12:53:03.004Z,99,00:00:49,0000,2057.81,79357.74,13.97,12.02,28.535878,77.391249,2057.81,47.85,2055.92,13.51,11.87,28.535734,77.390840,2057.21,0,Attached,-3.67,0.00,102.10,0
2026-06-07T12:53:03.504Z,100,00:00:49.5,0000,2089.38,79060.72,13.65,12.02,28.535332,77.391485,2089.38,46.66,2095.56,15.51,11.81,28.534918,77.390821,2097.61,0,Attached,-1.03,-1.54,103.18,0
2026-06-07T12:53:04.003Z,101,00:00:50,0000,2121.12,78763.31,14.65,11.95,28.535007,77.390380,2121.12,49.38,2122.46,14.81,11.74,28.536149,77.391549,2120.68,0,Attached,2.32,4.66,94.51,0
2026-06-07T12:53:04.507Z,102,00:00:50.5,0000,2153.02,78465.54,13.36,11.98,28.535387,77.391029,2153.02,47.68,2154.15,14.01,11.71,28.535970,77.390796,2153.44,0,Attached,-7.97,-3.77,91.31,0
2026-06-07T12:53:05.005Z,103,00:00:51,0000,2185.07,78167.43,14.50,11.95,28.536071,77.391521,2185.07,44.22,2183.72,14.39,11.78,28.535270,77.390827,2182.02,0,Attached,-5.05,2.84,99.12,0
2026-06-07T12:53:05.506Z,104,00:00:51.5,0000,2217.28,77868.99,14.30,12.02,28.535622,77.390865,2217.28,46.66,2221.61,14.05,11.80,28.535194,77.391424,2223.41,0,Attached,-2.69,-0.98,112.54,0
2026-06-07T12:53:06.005Z,105,00:00:52,0000,2249.65,77570.25,12.70,11.97,28.535081,77.391129,2249.65,45.72,2246.57,13.47,11.71,28.535298,77.390920,2248.35,0,Attached,-8.35,0.99,95.51,0
2026-06-07T12:53:06.505Z,106,00:00:52.5,0000,2282.18,77271.23,13.93,11.96,28.536121,77.390810,2282.18,46.95,2276.96,15.60,11.83,28.536123,77.390726,2277.10,0,Attached,7.09,-3.41,92.98,0
2026-06-07T12:53:07.008Z,107,00:00:53,0000,2314.86,76971.93,13.79,12.03,28.536098,77.391016,2314.86,45.83,2305.31,12.18,11.75,28.534844,77.391137,2305.28,0,Attached,-6.39,4.89,116.17,0
2026-06-07T12:53:07.506Z,108,00:00:53.5,0000,2347.69,76672.39,13.64,12.00,28.535771,77.391424,2347.69,48.83,2355.99,15.30,11.75,28.535843,77.391384,2354.21,0,Attached,-1.51,0.79,112.75,0
2026-06-07T12:53:08.007Z,109,00:00:54,0000,2380.68,76372.62,13.14,12.00,28.535672,77.391569,2380.68,44.58,2370.04,12.07,11.86,28.535565,77.390941,2370.86,0,Attached,-16.75,-2.83,107.62,0
2026-06-07T12:53:08.516Z,110,00:00:54.5,0000,2413.82,76072.64,12.56,12.00,28.535767,77.390685,2413.82,47.44,2422.43,12.22,11.87,28.535415,77.390870,2424.38,0,Attached,5.99,-7.88,115.33,0
2026-06-07T12:53:09.005Z,111,00:00:55,0000,2447.12,75772.47,11.37,12.02,28.536179,77.390840,2447.12,44.86,2443.54,9.75,11.74,28.535436,77.390998,2441.22,0,Attached,15.70,-1.06,113.35,0
2026-06-07T12:53:09.508Z,112,00:00:55.5,0000,2480.56,75472.12,11.38,11.98,28.536010,77.390498,2480.56,45.41,2484.79,11.63,11.84,28.535416,77.391006,2484.55,0,Attached,17.06,-4.38,110.76,0
2026-06-07T12:53:10.009Z,113,00:00:56,0000,2514.16,75171.62,12.24,12.03,28.535637,77.391698,2514.16,48.83,2526.38,12.90,11.87,28.535391,77.390945,2528.03,0,Attached,6.03,7.91,110.23,0
2026-06-07T12:53:10.509Z,114,00:00:56.5,0000,2547.90,74870.97,11.04,11.99,28.535375,77.390480,2547.90,47.34,2558.26,10.20,11.76,28.535510,77.391114,2557.75,0,Attached,14.11,-8.77,117.90,0
2026-06-07T12:53:11.016Z,115,00:00:57,0000,2581.80,74570.20,10.59,11.97,28.534732,77.391759,2581.80,48.70,2575.79,9.97,11.78,28.535553,77.391045,2576.43,0,Attached,-11.40,-8.07,103.42,0
2026-06-07T12:53:11.515Z,116,00:00:57.5,0000,2615.85,74269.33,11.07,11.96,28.535994,77.391193,2615.85,52.02,2622.94,11.70,11.80,28.535559,77.390957,2623.17,0,Attached,17.18,4.53,114.48,0
2026-06-07T12:53:12.010Z,117,00:00:58,0000,2650.04,73968.36,9.96,11.98,28.535805,77.391031,2650.04,46.80,2660.30,8.95,11.69,28.535372,77.390902,2660.11,0,Attached,7.91,-4.31,124.92,0
2026-06-07T12:53:12.510Z,118,00:00:58.5,0000,2684.38,73667.33,9.59,11.98,28.535913,77.391593,2684.38,50.48,2687.40,11.24,11.74,28.535608,77.391052,2689.64,0,Attached,-14.46,-6.91,105.22,0
2026-06-07T12:53:13.007Z,119,00:00:59,0000,2718.87,73366.24,10.39,12.00,28.535123,77.390466,2718.87,48.19,2708.27,11.74,11.74,28.535377,77.390995,2708.99,0,Attached,9.85,5.93,127.32,0
2026-06-07T12:53:13.511Z,120,00:00:59.5,0000,2753.51,73065.10,10.92,11.97,28.534959,77.390384,2753.51,47.41,2754.66,10.90,11.78,28.535404,77.390909,2753.67,0,Attached,-10.88,-3.07,109.26,0
